bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats
TNSTC 5350,Sleeper,Mayiladuthurai,Kanyakumari,10:16 AM,12:31 PM,350,30
TNSTC 3155,AC Seater,Kanchipuram,Chennai,07:50 PM,01:22 AM,380,6
TNSTC 3715,Deluxe,Dindigul,Nilgiris,06:59 PM,09:06 PM,350,20
TNSTC 7834,Deluxe,Dindigul,Tirunelveli,07:17 AM,02:51 PM,520,2
TNSTC 1371,Sleeper,Namakkal,Perambalur,10:20 AM,04:22 PM,390,30
TNSTC 2769,Sleeper,Nilgiris,Salem,10:17 PM,03:34 AM,580,28
TNSTC 7827,Ultra Deluxe,Ariyalur,Kanyakumari,08:59 PM,04:24 AM,350,3
TNSTC 2439,AC Sleeper,Salem,Tiruvarur,03:57 PM,12:46 AM,370,34
TNSTC 3437,AC Seater,Nagapattinam,Ramanathapuram,09:41 PM,12:39 AM,600,18
TNSTC 1480,Express,Tirupur,Kanchipuram,03:11 AM,09:56 AM,260,11
TNSTC 1460,Deluxe,Tiruvarur,Dindigul,02:54 PM,06:57 PM,290,38
TNSTC 9191,AC Sleeper,Madurai,Kallakurichi,01:48 AM,09:10 AM,490,21
TNSTC 9523,AC Seater,Tiruvarur,Virudhunagar,05:26 PM,12:47 AM,220,18
TNSTC 9983,Sleeper,Nilgiris,Kallakurichi,01:05 AM,05:26 AM,500,7
TNSTC 8043,Deluxe,Thanjavur,Ambur,06:15 PM,10:52 PM,500,4
TNSTC 2649,Government,Perambalur,Salem,05:44 PM,10:01 PM,490,10
TNSTC 1361,Sleeper,Kanchipuram,Chengalpattu,12:58 PM,10:45 PM,470,18
TNSTC 8638,AC Sleeper,Thanjavur,Karur,03:16 PM,05:28 PM,570,28
TNSTC 1445,Ultra Deluxe,Trichy,Tirupur,06:10 PM,09:15 PM,230,14
TNSTC 2510,Government,Kanchipuram,Dindigul,03:51 AM,01:26 PM,190,13
TNSTC 4935,Sleeper,Ambur,Karur,06:34 PM,12:36 AM,620,8
TNSTC 5703,Sleeper,Trichy,Ramanathapuram,05:09 AM,08:07 AM,440,11
TNSTC 2970,Ultra Deluxe,Ranipet,Pudukkottai,12:24 AM,03:17 AM,330,25
TNSTC 5600,Deluxe,Theni,Virudhunagar,02:02 AM,06:20 AM,470,8
TNSTC 4726,Sleeper,Mayiladuthurai,Chennai,03:35 PM,06:05 PM,210,30
TNSTC 1859,Ultra Deluxe,Chennai,Krishnagiri,12:05 PM,08:20 PM,270,24
TNSTC 2395,Sleeper,Trichy,Tiruvannamalai,12:28 PM,03:52 PM,420,13
TNSTC 7236,AC Seater,Nagapattinam,Krishnagiri,03:00 PM,05:21 PM,290,15
TNSTC 2652,Express,Kanyakumari,Theni,07:28 PM,01:06 AM,330,24
TNSTC 3700,Deluxe,Pudukkottai,Perambalur,11:11 AM,05:48 PM,490,35
TNSTC 3972,Sleeper,Ambur,Perambalur,12:31 AM,05:38 AM,520,8
TNSTC 9083,AC Sleeper,Cuddalore,Trichy,11:23 PM,07:20 AM,570,40
TNSTC 3478,Sleeper,Villupuram,Tiruvallur,02:36 PM,05:51 PM,220,17
TNSTC 4527,Express,Dharmapuri,Ambur,10:01 PM,01:15 AM,600,3
TNSTC 5507,AC Seater,Villupuram,Tiruvarur,12:27 PM,05:15 PM,260,7
TNSTC 7442,Government,Dindigul,Cuddalore,12:13 PM,03:00 PM,500,24
TNSTC 6373,Government,Salem,Perambalur,02:41 PM,05:36 PM,600,3
TNSTC 9533,Sleeper,Pudukkottai,Namakkal,06:04 PM,12:21 AM,640,4
TNSTC 4629,Sleeper,Salem,Tiruvarur,01:02 AM,07:23 AM,220,20
TNSTC 6845,Deluxe,Nagapattinam,Cuddalore,02:36 AM,09:32 AM,220,8
TNSTC 1700,AC Seater,Virudhunagar,Tiruvannamalai,10:24 AM,01:39 PM,590,23
TNSTC 1279,AC Sleeper,Krishnagiri,Vellore,06:51 PM,11:36 PM,510,17
TNSTC 5881,AC Seater,Villupuram,Trichy,10:50 PM,04:46 AM,400,3
TNSTC 3768,Ultra Deluxe,Ranipet,Kanchipuram,01:05 PM,04:13 PM,620,31
TNSTC 6057,Deluxe,Ramanathapuram,Tenkasi,06:00 AM,09:51 AM,450,5
TNSTC 5880,AC Seater,Vellore,Ariyalur,06:22 AM,12:17 PM,280,29
TNSTC 4884,Ultra Deluxe,Tirupur,Chennai,11:50 AM,09:37 PM,370,24
TNSTC 6906,AC Sleeper,Salem,Nilgiris,12:13 AM,08:49 AM,200,37
TNSTC 1442,Sleeper,Nilgiris,Ramanathapuram,08:10 PM,12:29 AM,630,38
TNSTC 8663,Government,Tiruvannamalai,Nilgiris,06:28 PM,09:28 PM,150,12
TNSTC 2390,Express,Dharmapuri,Kanyakumari,12:54 AM,10:32 AM,370,2
TNSTC 1917,Ultra Deluxe,Tirunelveli,Tiruvarur,11:34 AM,06:53 PM,160,34
TNSTC 5249,Express,Tirupathur,Dharmapuri,06:42 PM,12:22 AM,370,23
TNSTC 8707,Sleeper,Dharmapuri,Karur,08:37 PM,01:30 AM,370,39
TNSTC 6847,Ultra Deluxe,Ranipet,Kanchipuram,03:04 AM,06:35 AM,280,21
TNSTC 7689,Government,Ranipet,Dindigul,05:24 PM,09:06 PM,340,21
TNSTC 6506,Deluxe,Dindigul,Kallakurichi,12:22 PM,07:20 PM,470,15
TNSTC 1397,Deluxe,Chengalpattu,Dharmapuri,07:12 PM,12:46 AM,180,25
TNSTC 9708,Express,Kanchipuram,Virudhunagar,07:15 PM,12:24 AM,630,26
TNSTC 3064,Express,Chennai,Kanchipuram,07:26 AM,02:22 PM,200,38
TNSTC 7107,Government,Tirunelveli,Ambur,04:10 AM,09:15 AM,600,18
TNSTC 3809,Deluxe,Ariyalur,Nilgiris,05:38 AM,12:12 PM,390,1
TNSTC 1108,Ultra Deluxe,Chengalpattu,Madurai,10:27 PM,04:23 AM,370,26
TNSTC 2609,Deluxe,Theni,Tenkasi,11:29 AM,09:04 PM,570,1
TNSTC 5100,AC Sleeper,Vellore,Ranipet,01:49 PM,10:00 PM,270,39
TNSTC 9250,Sleeper,Kanyakumari,Villupuram,06:45 PM,04:28 AM,320,23
TNSTC 2388,Government,Tirupur,Kallakurichi,07:41 PM,10:55 PM,500,20
TNSTC 7342,AC Sleeper,Thoothukudi,Sivaganga,10:59 AM,01:19 PM,160,12
TNSTC 4921,Deluxe,Kanyakumari,Tirupur,04:00 PM,01:22 AM,210,7
TNSTC 8241,Government,Cuddalore,Mayiladuthurai,08:28 PM,04:13 AM,630,22
TNSTC 4504,Express,Krishnagiri,Thoothukudi,08:58 AM,02:08 PM,430,39
TNSTC 1293,Ultra Deluxe,Dharmapuri,Trichy,06:28 PM,11:03 PM,230,36
TNSTC 5011,AC Seater,Tiruvallur,Sivaganga,08:15 AM,05:59 PM,430,32
TNSTC 3023,Government,Ambur,Nilgiris,12:45 AM,03:25 AM,200,40
TNSTC 5677,Deluxe,Nilgiris,Karur,04:40 AM,11:44 AM,430,3
TNSTC 4644,Ultra Deluxe,Krishnagiri,Nagapattinam,10:38 PM,03:56 AM,380,25
TNSTC 1452,Deluxe,Cuddalore,Tirupathur,12:22 PM,09:22 PM,160,40
TNSTC 7968,Sleeper,Sivaganga,Vellore,12:53 PM,07:58 PM,180,39
TNSTC 5018,Government,Theni,Ranipet,05:30 PM,11:04 PM,300,13
TNSTC 5101,Deluxe,Karur,Tiruvallur,04:16 PM,06:43 PM,280,35
TNSTC 9844,Express,Trichy,Nagapattinam,04:30 AM,11:47 AM,530,1
TNSTC 6477,Express,Nilgiris,Namakkal,02:22 AM,05:28 AM,620,17
TNSTC 7914,Ultra Deluxe,Madurai,Tiruvannamalai,11:01 PM,03:46 AM,250,25
TNSTC 5297,Express,Trichy,Kallakurichi,09:52 AM,06:37 PM,410,12
TNSTC 3559,AC Sleeper,Villupuram,Namakkal,10:50 PM,03:09 AM,200,20
TNSTC 1323,AC Seater,Krishnagiri,Namakkal,07:14 PM,09:45 PM,380,12
TNSTC 1670,Sleeper,Salem,Ariyalur,04:09 PM,01:51 AM,190,20
TNSTC 4159,Express,Kanchipuram,Sivaganga,12:59 AM,09:48 AM,240,16
TNSTC 4048,Express,Dindigul,Tirupathur,12:33 PM,07:06 PM,420,31
TNSTC 9064,Ultra Deluxe,Ramanathapuram,Pudukkottai,04:10 AM,12:16 PM,210,32
TNSTC 7678,Ultra Deluxe,Cuddalore,Tirunelveli,09:04 PM,05:04 AM,350,31
TNSTC 9669,Government,Tenkasi,Virudhunagar,06:30 PM,03:13 AM,360,22
TNSTC 1750,AC Sleeper,Tirupur,Villupuram,09:35 AM,05:00 PM,340,16
TNSTC 3634,Express,Kanyakumari,Pudukkottai,10:50 AM,06:10 PM,540,15
TNSTC 9070,Government,Tirunelveli,Coimbatore,02:15 AM,08:28 AM,280,11
TNSTC 4749,AC Seater,Kallakurichi,Kanchipuram,07:15 AM,01:45 PM,550,21
TNSTC 5434,AC Sleeper,Pudukkottai,Dindigul,04:32 AM,10:27 AM,260,6
TNSTC 5208,AC Seater,Kanchipuram,Sivaganga,05:14 AM,10:04 AM,490,36
TNSTC 4691,Government,Kallakurichi,Theni,04:55 PM,12:23 AM,170,1
TNSTC 4101,Ultra Deluxe,Tirupur,Kallakurichi,02:56 AM,12:54 PM,190,30
TNSTC 9753,AC Sleeper,Namakkal,Erode,04:52 PM,07:20 PM,220,18
TNSTC 5411,Sleeper,Coimbatore,Trichy,01:10 PM,03:22 PM,560,16
TNSTC 5442,AC Seater,Tiruvannamalai,Vellore,10:55 AM,06:44 PM,530,14
TNSTC 7720,Sleeper,Perambalur,Trichy,03:37 PM,07:58 PM,600,23
TNSTC 7723,Deluxe,Erode,Tiruvallur,04:08 PM,11:32 PM,590,2
TNSTC 2986,AC Seater,Chengalpattu,Ariyalur,11:56 PM,09:08 AM,580,17
TNSTC 2571,Express,Tirupur,Ramanathapuram,11:46 AM,04:10 PM,590,32
TNSTC 2658,Sleeper,Tirupur,Coimbatore,09:08 AM,05:20 PM,180,38
TNSTC 7429,Government,Coimbatore,Trichy,03:58 PM,06:10 PM,340,36
TNSTC 2923,AC Seater,Trichy,Theni,12:11 AM,05:18 AM,340,38
TNSTC 5576,Sleeper,Perambalur,Ranipet,07:53 PM,02:04 AM,360,39
TNSTC 9196,Deluxe,Tirupur,Trichy,05:36 PM,01:04 AM,560,24
TNSTC 5386,Deluxe,Trichy,Ramanathapuram,01:05 AM,09:07 AM,180,40
TNSTC 3469,Deluxe,Salem,Ranipet,09:33 AM,04:59 PM,380,28
TNSTC 3257,Sleeper,Tirunelveli,Namakkal,07:02 PM,11:19 PM,510,14
TNSTC 9766,Government,Ambur,Karur,11:57 AM,09:18 PM,600,23
TNSTC 4260,Deluxe,Cuddalore,Nagapattinam,12:54 PM,03:17 PM,320,32
TNSTC 6964,Government,Ramanathapuram,Karur,11:50 PM,09:33 AM,550,27
TNSTC 5130,Government,Nagapattinam,Erode,03:46 AM,01:02 PM,640,17
TNSTC 4543,Express,Krishnagiri,Kanyakumari,07:50 PM,12:18 AM,350,19
TNSTC 4411,Sleeper,Nagapattinam,Tirupathur,02:02 PM,07:36 PM,210,38
TNSTC 7486,AC Sleeper,Nagapattinam,Tirunelveli,05:37 AM,11:16 AM,240,18
TNSTC 1653,AC Sleeper,Nagapattinam,Trichy,10:56 PM,03:00 AM,460,38
TNSTC 9162,Ultra Deluxe,Ramanathapuram,Villupuram,08:19 PM,04:23 AM,550,22
TNSTC 5824,Government,Tiruvannamalai,Madurai,04:54 PM,01:28 AM,610,2
TNSTC 9163,Deluxe,Ambur,Dharmapuri,05:04 AM,02:44 PM,360,23
TNSTC 6253,Deluxe,Ramanathapuram,Tenkasi,05:16 PM,11:53 PM,310,10
TNSTC 9491,Ultra Deluxe,Perambalur,Tenkasi,11:55 PM,05:01 AM,630,40
TNSTC 5815,Government,Ranipet,Tiruvallur,08:31 PM,01:30 AM,640,17
TNSTC 1778,Deluxe,Mayiladuthurai,Madurai,04:48 AM,12:07 PM,220,9
TNSTC 7562,AC Seater,Ariyalur,Nilgiris,06:52 PM,12:05 AM,460,17
TNSTC 6692,Ultra Deluxe,Ramanathapuram,Tirupathur,10:35 AM,07:24 PM,380,32
TNSTC 2418,AC Seater,Karur,Nagapattinam,01:37 AM,10:55 AM,230,24
TNSTC 8962,AC Sleeper,Tenkasi,Thoothukudi,10:16 PM,01:01 AM,490,40
TNSTC 5740,Sleeper,Erode,Virudhunagar,08:37 PM,01:07 AM,550,40
TNSTC 7908,AC Sleeper,Madurai,Dharmapuri,08:12 PM,02:04 AM,250,10
TNSTC 3311,Sleeper,Tiruvannamalai,Mayiladuthurai,12:18 PM,08:05 PM,580,24
TNSTC 1974,Deluxe,Theni,Karur,10:19 AM,02:57 PM,160,32
TNSTC 9126,Government,Madurai,Ranipet,01:37 PM,04:19 PM,510,26
TNSTC 9545,Ultra Deluxe,Mayiladuthurai,Cuddalore,06:04 PM,02:41 AM,620,28
TNSTC 1411,AC Seater,Namakkal,Nilgiris,10:00 AM,01:14 PM,390,24
TNSTC 3893,Express,Nilgiris,Tiruvarur,04:49 AM,11:47 AM,640,16
TNSTC 9169,Sleeper,Cuddalore,Chengalpattu,04:59 AM,08:34 AM,380,19
TNSTC 2238,AC Sleeper,Kanchipuram,Madurai,10:03 PM,07:17 AM,150,24
TNSTC 8227,AC Sleeper,Thoothukudi,Kanyakumari,09:40 PM,04:00 AM,440,2
TNSTC 6420,Deluxe,Coimbatore,Tiruvallur,09:28 PM,05:03 AM,420,7
TNSTC 2108,Sleeper,Sivaganga,Ramanathapuram,09:47 AM,06:45 PM,300,20
TNSTC 2101,Ultra Deluxe,Krishnagiri,Kanchipuram,08:31 PM,03:27 AM,520,18
TNSTC 7533,Deluxe,Nilgiris,Thanjavur,05:30 PM,08:27 PM,300,20
TNSTC 9075,Ultra Deluxe,Tenkasi,Dindigul,10:00 PM,01:10 AM,310,25
TNSTC 7336,Express,Ariyalur,Thanjavur,12:49 AM,10:43 AM,290,12
TNSTC 4432,Ultra Deluxe,Kallakurichi,Coimbatore,07:22 AM,10:30 AM,510,12
TNSTC 3700,Sleeper,Tirupur,Trichy,08:04 PM,03:01 AM,600,12
TNSTC 9568,Deluxe,Tirupathur,Tiruvallur,06:05 AM,10:24 AM,470,27
TNSTC 6197,AC Sleeper,Karur,Namakkal,10:45 PM,04:17 AM,570,31
TNSTC 3064,AC Seater,Krishnagiri,Tiruvannamalai,06:04 AM,02:29 PM,400,25
TNSTC 1652,Express,Kanchipuram,Cuddalore,01:59 PM,10:24 PM,370,38
TNSTC 9653,AC Sleeper,Chennai,Tirunelveli,08:22 PM,12:31 AM,440,7
TNSTC 1144,AC Seater,Pudukkottai,Cuddalore,04:44 PM,07:07 PM,350,6
TNSTC 1101,AC Seater,Ramanathapuram,Trichy,05:24 AM,09:19 AM,240,33
TNSTC 5160,Express,Kallakurichi,Mayiladuthurai,08:58 PM,03:30 AM,490,29
TNSTC 7588,Express,Dindigul,Vellore,06:49 AM,09:04 AM,320,23
TNSTC 1748,AC Sleeper,Kallakurichi,Trichy,10:22 AM,12:39 PM,460,29
TNSTC 7864,Sleeper,Thoothukudi,Ambur,05:30 PM,01:02 AM,470,22
TNSTC 6673,Sleeper,Dindigul,Perambalur,02:17 AM,08:19 AM,180,7
TNSTC 2659,AC Seater,Tiruvarur,Thoothukudi,05:16 PM,10:39 PM,580,31
TNSTC 9939,Deluxe,Pudukkottai,Trichy,06:53 PM,02:13 AM,200,13
TNSTC 9162,Ultra Deluxe,Pudukkottai,Nilgiris,06:17 PM,10:17 PM,510,38
TNSTC 7456,AC Seater,Tiruvallur,Ranipet,06:26 AM,12:20 PM,270,15
TNSTC 5452,AC Sleeper,Virudhunagar,Tirupathur,01:35 PM,11:18 PM,540,1
TNSTC 7098,AC Seater,Namakkal,Tiruvarur,10:33 AM,01:50 PM,290,1
TNSTC 3300,Sleeper,Ariyalur,Mayiladuthurai,01:21 AM,07:17 AM,440,36
TNSTC 4411,Sleeper,Chengalpattu,Salem,09:40 AM,07:26 PM,510,23
TNSTC 6208,Deluxe,Coimbatore,Dindigul,10:18 PM,06:50 AM,450,28
TNSTC 2729,Government,Trichy,Thanjavur,11:10 PM,01:55 AM,150,38
TNSTC 6575,AC Seater,Cuddalore,Tirupur,09:34 PM,04:15 AM,260,37
TNSTC 5640,Government,Chengalpattu,Chennai,04:32 AM,07:28 AM,220,12
TNSTC 9306,Ultra Deluxe,Tenkasi,Kanchipuram,10:22 PM,05:28 AM,640,36
TNSTC 4297,Deluxe,Tenkasi,Pudukkottai,11:58 AM,03:34 PM,580,2
TNSTC 7442,Government,Nilgiris,Salem,11:59 PM,06:20 AM,390,4
TNSTC 2814,AC Sleeper,Erode,Pudukkottai,11:57 AM,07:24 PM,410,35
TNSTC 3311,Express,Tenkasi,Kanyakumari,04:12 PM,09:49 PM,500,24
TNSTC 5314,Express,Nilgiris,Virudhunagar,10:58 AM,06:35 PM,330,6
TNSTC 1746,Express,Trichy,Tirunelveli,12:02 PM,06:31 PM,540,30
TNSTC 2942,AC Sleeper,Cuddalore,Thoothukudi,01:47 AM,10:46 AM,340,29
TNSTC 3603,AC Sleeper,Pudukkottai,Perambalur,10:56 PM,04:18 AM,260,32
TNSTC 9675,AC Seater,Nagapattinam,Tiruvarur,05:12 PM,02:49 AM,550,19
TNSTC 5079,Deluxe,Madurai,Namakkal,02:13 PM,09:30 PM,400,18
TNSTC 8079,Deluxe,Villupuram,Thanjavur,08:44 AM,05:41 PM,430,2
TNSTC 4480,Sleeper,Sivaganga,Pudukkottai,08:59 AM,04:05 PM,560,35
TNSTC 3890,Express,Nagapattinam,Chengalpattu,07:09 AM,10:13 AM,390,35
TNSTC 7423,Sleeper,Ariyalur,Tiruvarur,01:54 PM,06:53 PM,590,1
TNSTC 2879,Express,Karur,Namakkal,11:43 PM,03:37 AM,240,6
TNSTC 8111,Ultra Deluxe,Tenkasi,Madurai,07:34 AM,10:06 AM,590,13
TNSTC 9007,AC Sleeper,Thanjavur,Erode,08:26 PM,11:18 PM,380,36
TNSTC 8488,Deluxe,Karur,Tenkasi,09:00 AM,04:57 PM,390,23
TNSTC 9638,AC Sleeper,Sivaganga,Tiruvarur,05:34 PM,12:05 AM,370,40
TNSTC 7049,Government,Dindigul,Chengalpattu,07:29 PM,10:03 PM,610,30
TNSTC 4260,AC Seater,Virudhunagar,Erode,05:57 PM,08:49 PM,400,19
TNSTC 3151,AC Sleeper,Salem,Mayiladuthurai,04:48 AM,02:14 PM,540,36
TNSTC 9392,Express,Theni,Tiruvannamalai,10:10 PM,01:30 AM,270,14
TNSTC 6202,AC Sleeper,Coimbatore,Cuddalore,10:39 AM,07:31 PM,480,27
TNSTC 1763,Deluxe,Perambalur,Nagapattinam,10:28 PM,01:55 AM,590,31
TNSTC 6469,Ultra Deluxe,Villupuram,Krishnagiri,02:05 PM,04:06 PM,180,3
TNSTC 3169,Ultra Deluxe,Sivaganga,Ambur,12:32 AM,07:23 AM,180,37
TNSTC 4453,Ultra Deluxe,Dindigul,Cuddalore,01:12 PM,09:28 PM,210,13
TNSTC 9194,AC Sleeper,Erode,Thoothukudi,04:10 PM,10:26 PM,550,24
TNSTC 3496,Government,Ariyalur,Ramanathapuram,05:46 PM,10:57 PM,450,21
TNSTC 1472,Ultra Deluxe,Virudhunagar,Ranipet,04:44 AM,02:11 PM,470,38
TNSTC 5562,AC Sleeper,Trichy,Chengalpattu,10:14 PM,01:14 AM,490,10
TNSTC 6730,Sleeper,Chengalpattu,Ramanathapuram,02:22 PM,10:03 PM,490,25
TNSTC 9252,Government,Kanyakumari,Kallakurichi,05:16 PM,10:36 PM,370,7
TNSTC 8700,AC Sleeper,Nilgiris,Virudhunagar,11:17 AM,08:48 PM,250,38
TNSTC 9425,AC Sleeper,Erode,Sivaganga,05:11 AM,09:11 AM,200,20
TNSTC 8226,AC Sleeper,Chengalpattu,Krishnagiri,08:50 PM,12:08 AM,430,25
TNSTC 8892,AC Seater,Erode,Vellore,05:53 PM,07:56 PM,330,40
TNSTC 8124,AC Seater,Krishnagiri,Dindigul,03:06 AM,09:17 AM,580,33
TNSTC 6228,Deluxe,Krishnagiri,Tiruvallur,03:08 AM,11:05 AM,290,3
TNSTC 3544,AC Sleeper,Theni,Ariyalur,07:19 PM,01:29 AM,260,14
TNSTC 3700,Deluxe,Cuddalore,Theni,08:35 AM,03:00 PM,180,27
TNSTC 8273,Express,Tirupathur,Trichy,11:09 AM,05:26 PM,440,15
TNSTC 2606,AC Seater,Ariyalur,Krishnagiri,06:52 AM,12:04 PM,440,8
TNSTC 8222,Sleeper,Erode,Tirunelveli,02:56 PM,10:57 PM,360,4
TNSTC 8354,Government,Tenkasi,Namakkal,07:50 AM,05:46 PM,280,36
TNSTC 9196,Express,Ambur,Thanjavur,10:42 AM,02:28 PM,540,13
TNSTC 4914,AC Seater,Villupuram,Salem,10:45 PM,02:08 AM,190,37
TNSTC 6624,Government,Mayiladuthurai,Thoothukudi,05:34 PM,10:26 PM,570,10
TNSTC 7047,AC Seater,Kanchipuram,Namakkal,08:12 PM,10:32 PM,440,19
TNSTC 3196,Government,Ariyalur,Kallakurichi,07:03 AM,09:51 AM,640,30
TNSTC 8770,Express,Villupuram,Kanchipuram,06:53 PM,11:49 PM,620,20
TNSTC 7837,Sleeper,Kanchipuram,Karur,04:41 AM,12:42 PM,150,33
TNSTC 2718,Government,Mayiladuthurai,Thoothukudi,06:12 PM,08:26 PM,420,39
TNSTC 8511,Deluxe,Ranipet,Coimbatore,03:47 AM,05:57 AM,240,17
TNSTC 3768,AC Seater,Mayiladuthurai,Madurai,07:21 AM,12:34 PM,530,18
TNSTC 8520,Sleeper,Ranipet,Coimbatore,03:31 PM,12:20 AM,640,14
TNSTC 2676,Deluxe,Tiruvarur,Tiruvannamalai,12:36 AM,08:08 AM,230,17
TNSTC 3600,AC Sleeper,Nagapattinam,Tiruvarur,02:28 PM,07:53 PM,550,37
TNSTC 9237,AC Seater,Karur,Chennai,12:36 PM,09:05 PM,240,16
TNSTC 7470,Express,Madurai,Theni,09:48 PM,01:39 AM,310,34
TNSTC 4354,Ultra Deluxe,Virudhunagar,Tirupur,05:34 PM,12:37 AM,500,38
TNSTC 3066,Express,Thanjavur,Thoothukudi,09:25 PM,02:30 AM,610,14
TNSTC 5544,Sleeper,Chengalpattu,Erode,03:50 PM,12:04 AM,230,18
TNSTC 3280,AC Sleeper,Nilgiris,Perambalur,07:21 PM,12:04 AM,260,14
TNSTC 4976,Express,Tirunelveli,Perambalur,01:38 AM,07:04 AM,150,7
TNSTC 2151,AC Seater,Thoothukudi,Cuddalore,12:58 PM,05:28 PM,620,19
TNSTC 4908,Sleeper,Tirupathur,Karur,01:21 PM,10:43 PM,280,33
TNSTC 4610,AC Sleeper,Tiruvannamalai,Tiruvallur,01:50 PM,04:24 PM,220,34
TNSTC 1208,AC Seater,Nilgiris,Chengalpattu,12:20 PM,03:03 PM,170,40
TNSTC 2244,Government,Namakkal,Dindigul,03:34 AM,07:50 AM,470,9
TNSTC 2629,Ultra Deluxe,Tiruvannamalai,Thanjavur,02:33 PM,04:33 PM,590,36
TNSTC 1454,Sleeper,Chennai,Theni,10:55 PM,05:42 AM,290,11
TNSTC 1462,Deluxe,Kanyakumari,Ramanathapuram,03:01 AM,07:49 AM,360,26
TNSTC 4693,Deluxe,Tiruvarur,Tirunelveli,02:11 AM,11:20 AM,560,6
TNSTC 2078,Sleeper,Kanchipuram,Tiruvarur,08:45 PM,10:49 PM,390,39
TNSTC 7646,Sleeper,Thoothukudi,Vellore,05:39 AM,09:44 AM,350,19
TNSTC 1974,Sleeper,Ambur,Ramanathapuram,01:03 PM,04:31 PM,600,28
TNSTC 1137,AC Seater,Ramanathapuram,Kallakurichi,07:11 PM,10:43 PM,350,25
TNSTC 4708,AC Seater,Tiruvannamalai,Namakkal,09:05 AM,03:51 PM,510,29
TNSTC 4313,Government,Coimbatore,Nilgiris,08:55 PM,11:27 PM,570,1
TNSTC 5131,Sleeper,Cuddalore,Vellore,11:02 PM,06:31 AM,210,38
TNSTC 6496,Government,Kallakurichi,Salem,08:50 AM,05:29 PM,630,33
TNSTC 4950,AC Seater,Virudhunagar,Tiruvarur,09:02 AM,04:05 PM,620,13
TNSTC 8260,AC Seater,Dindigul,Sivaganga,07:19 AM,11:20 AM,180,13
TNSTC 7672,AC Sleeper,Tenkasi,Perambalur,06:21 PM,11:39 PM,530,16
TNSTC 7546,Ultra Deluxe,Kallakurichi,Villupuram,12:08 PM,07:42 PM,440,21
TNSTC 9339,Sleeper,Kallakurichi,Ambur,08:31 PM,01:10 AM,240,3
TNSTC 1384,Sleeper,Pudukkottai,Salem,03:53 PM,11:25 PM,250,33
TNSTC 9337,AC Seater,Salem,Madurai,09:11 AM,04:04 PM,370,11
TNSTC 5664,Government,Tirupathur,Ambur,09:13 PM,06:42 AM,560,7
TNSTC 4905,AC Seater,Coimbatore,Tirupur,09:01 AM,01:14 PM,630,19
TNSTC 6523,AC Seater,Nagapattinam,Thanjavur,09:01 AM,02:39 PM,590,32
TNSTC 7504,AC Sleeper,Coimbatore,Thoothukudi,06:34 PM,10:35 PM,510,3
TNSTC 3164,Sleeper,Salem,Coimbatore,07:20 AM,09:50 AM,610,12
TNSTC 3027,Ultra Deluxe,Thoothukudi,Tiruvallur,07:29 AM,09:37 AM,310,18
TNSTC 6072,Express,Ranipet,Sivaganga,06:44 AM,12:37 PM,290,16
TNSTC 6989,Deluxe,Trichy,Namakkal,09:17 AM,04:17 PM,530,23
TNSTC 3898,Government,Chengalpattu,Theni,01:16 PM,08:50 PM,230,23
TNSTC 3766,Ultra Deluxe,Kanchipuram,Tiruvarur,06:51 PM,03:09 AM,280,26
TNSTC 4689,Ultra Deluxe,Chengalpattu,Villupuram,11:14 AM,05:15 PM,360,35
TNSTC 7117,Ultra Deluxe,Nagapattinam,Villupuram,06:08 PM,11:39 PM,250,36
TNSTC 5647,Sleeper,Namakkal,Thanjavur,06:46 PM,12:00 AM,360,2
TNSTC 6645,AC Sleeper,Thoothukudi,Thanjavur,04:45 AM,09:46 AM,290,33
TNSTC 7059,Express,Tirunelveli,Cuddalore,08:34 AM,12:25 PM,340,40
TNSTC 6523,AC Sleeper,Nagapattinam,Theni,12:50 PM,03:11 PM,150,8
TNSTC 3839,Government,Ramanathapuram,Vellore,09:41 PM,12:43 AM,230,32
TNSTC 8694,Government,Chengalpattu,Thanjavur,06:33 AM,03:55 PM,380,38
TNSTC 4760,Sleeper,Chengalpattu,Dharmapuri,02:34 AM,10:21 AM,560,4
TNSTC 1090,AC Seater,Pudukkottai,Nagapattinam,10:07 AM,04:11 PM,430,15
TNSTC 2506,Sleeper,Trichy,Tenkasi,02:54 AM,12:47 PM,430,12
TNSTC 5526,Sleeper,Tiruvallur,Dharmapuri,05:34 AM,09:11 AM,430,23
TNSTC 5086,AC Seater,Tiruvallur,Ramanathapuram,03:59 PM,09:44 PM,170,17
TNSTC 3447,Deluxe,Tirupathur,Thoothukudi,08:41 PM,11:58 PM,250,34
TNSTC 2727,AC Seater,Salem,Nagapattinam,01:34 AM,07:42 AM,560,16
TNSTC 6734,Deluxe,Dharmapuri,Perambalur,06:11 PM,12:48 AM,270,31
TNSTC 1129,AC Seater,Trichy,Ranipet,12:45 PM,06:00 PM,260,13
TNSTC 6775,Express,Karur,Nilgiris,08:50 PM,02:50 AM,320,11
TNSTC 6352,Ultra Deluxe,Perambalur,Chengalpattu,05:42 AM,03:00 PM,400,35
TNSTC 2597,Ultra Deluxe,Trichy,Villupuram,05:45 PM,12:44 AM,380,30
